"vote","leave","education","age"
"won't vote","Missing",1,45
"leave",1,4,31
"leave",1,2,70
"stay",0,4,67
"stay",0,4,68
"leave",1,"Missing",80
"stay",0,3,55
"leave",1,4,74
"leave",1,3,51
"don't know","Missing",4,54
"leave",1,2,71
"stay",0,5,75
"leave",1,2,67
"leave",1,4,62
"leave",1,4,70
"leave",1,"Missing",68
"leave",1,4,65
"leave",1,5,73
"leave",1,3,67
"leave",1,4,70
"stay",0,4,58
"leave",1,"Missing",63
"stay",0,5,75
"stay",0,4,64
"leave",1,4,69
"leave",1,5,66
"leave",1,3,66
"leave",1,3,76
"leave",1,2,78
"leave",1,2,57
"stay",0,4,61
"stay",0,4,54
"don't know","Missing",3,44
"stay",0,4,33
"leave",1,2,68
"leave",1,3,77
"leave",1,3,70
"stay",0,4,75
"leave",1,4,81
"stay",0,4,76
"leave",1,2,55
"leave",1,2,68
"leave",1,2,67
"don't know","Missing",3,67
"stay",0,"Missing",73
"stay",0,2,52
"stay",0,4,38
"don't know","Missing","Missing",69
"leave",1,4,63
"won't vote","Missing",5,59
"stay",0,4,51
"don't know","Missing",4,54
"leave",1,3,57
"leave",1,2,79
"stay",0,2,69
"leave",1,2,60
"stay",0,4,32
"leave",1,3,40
"stay",0,5,43
"leave",1,4,58
"stay",0,4,31
"stay",0,4,39
"stay",0,5,67
"stay",0,5,44
"stay",0,4,52
"won't vote","Missing",2,63
"leave",1,2,48
"stay",0,4,37
"stay",0,2,57
"leave",1,3,45
"stay",0,3,42
"stay",0,4,64
"leave",1,4,53
"stay",0,"Missing",63
"stay",0,4,61
"don't know","Missing",3,48
"stay",0,4,78
"stay",0,4,34
"don't know","Missing",3,43
"stay",0,5,34
"leave",1,5,56
"leave",1,2,78
"don't know","Missing",2,44
"stay",0,3,37
"stay",0,2,70
"leave",1,1,74
"stay",0,1,44
"don't know","Missing",1,71
"stay",0,4,34
"stay",0,2,57
"stay",0,"Missing",78
"stay",0,1,59
"stay",0,4,55
"stay",0,4,31
"stay",0,5,30
"don't know","Missing",2,70
"don't know","Missing",3,38
"stay",0,2,63
"stay",0,2,73
"leave",1,4,31
"stay",0,4,51
"leave",1,3,74
"leave",1,1,57
"leave",1,3,39
"stay",0,4,69
"stay",0,3,86
"leave",1,3,43
"leave",1,4,67
"leave",1,"Missing",81
"don't know","Missing",3,49
"leave",1,2,79
"leave",1,5,36
"stay",0,4,46
"don't know","Missing",3,56
"stay",0,5,36
"leave",1,2,52
"stay",0,4,61
"stay",0,4,66
"leave",1,2,45
"don't know","Missing","Missing",66
"stay",0,2,73
"stay",0,4,36
"stay",0,4,49
"leave",1,3,64
"leave",1,2,67
"leave",1,2,76
"stay",0,2,64
"stay",0,5,44
"stay",0,5,56
"stay",0,4,35
"stay",0,2,60
"stay",0,4,62
"leave",1,2,59
"stay",0,5,67
"stay",0,3,74
"don't know","Missing",2,62
"leave",1,3,41
"leave",1,2,31
"leave",1,4,52
"stay",0,1,70
"stay",0,4,49
"leave",1,2,68
"stay",0,5,35
"stay",0,4,46
"leave",1,"Missing",35
"stay",0,4,42
"stay",0,2,42
"leave",1,4,43
"stay",0,4,48
"leave",1,"Missing",66
"stay",0,4,54
"stay",0,4,41
"stay",0,5,38
"stay",0,1,62
"stay",0,5,44
"don't know","Missing",4,54
"stay",0,4,45
"stay",0,4,77
"stay",0,5,61
"leave",1,3,59
"leave",1,4,68
"leave",1,4,41
"leave",1,4,63
"stay",0,2,60
"stay",0,4,41
"leave",1,4,36
"stay",0,4,70
"stay",0,2,69
"leave",1,2,53
"leave",1,2,48
"stay",0,2,43
"stay",0,4,62
"stay",0,2,49
"stay",0,4,68
"stay",0,5,29
"stay",0,2,58
"stay",0,4,61
"stay",0,2,58
"don't know","Missing",4,64
"leave",1,4,70
"stay",0,4,37
"stay",0,4,65
"leave",1,4,39
"stay",0,4,65
"leave",1,2,55
"stay",0,4,42
"stay",0,4,60
"don't know","Missing",1,67
"stay",0,2,28
"stay",0,3,58
"stay",0,4,34
"leave",1,1,73
"leave",1,2,34
"stay",0,4,45
"don't know","Missing",4,58
"stay",0,5,41
"stay",0,4,39
"stay",0,5,36
"won't vote","Missing",3,45
"leave",1,2,44
"stay",0,4,32
"stay",0,4,37
"stay",0,2,67
"stay",0,4,40
"leave",1,2,65
"stay",0,4,73
"leave",1,3,69
"stay",0,5,66
"stay",0,4,62
"don't know","Missing",3,54
"leave",1,4,62
"stay",0,4,51
"stay",0,2,53
"stay",0,5,37
"stay",0,5,37
"stay",0,3,42
"stay",0,5,69
"stay",0,4,33
"don't know","Missing","Missing",58
"stay",0,4,61
"stay",0,3,32
"don't know","Missing",2,45
"stay",0,2,55
"stay",0,4,68
"stay",0,4,82
"leave",1,"Missing",73
"leave",1,5,63
"leave",1,5,62
"leave",1,2,69
"stay",0,4,65
"leave",1,4,29
"leave",1,3,56
"stay",0,4,47
"stay",0,5,32
"stay",0,5,29
"stay",0,4,36
"stay",0,"Missing",57
"stay",0,5,38
"leave",1,4,68
"leave",1,2,62
"stay",0,3,75
"stay",0,4,69
"leave",1,"Missing",79
"stay",0,2,45
"leave",1,4,38
"leave",1,4,46
"stay",0,4,69
"leave",1,4,67
"stay",0,3,38
"stay",0,2,39
"stay",0,4,64
"stay",0,2,76
"leave",1,4,66
"stay",0,2,72
"leave",1,1,60
"leave",1,1,71
"leave",1,"Missing",61
"stay",0,4,33
"stay",0,4,52
"stay",0,5,53
"leave",1,4,75
"stay",0,4,33
"leave",1,"Missing",60
"stay",0,"Missing",68
"leave",1,2,62
"stay",0,3,61
"leave",1,2,51
"stay",0,4,38
"leave",1,3,67
"stay",0,5,72
"don't know","Missing",2,32
"stay",0,4,65
"stay",0,4,63
"stay",0,4,42
"leave",1,"Missing",37
"stay",0,3,42
"leave",1,1,59
"leave",1,4,53
"stay",0,2,83
"stay",0,3,56
"leave",1,4,69
"don't know","Missing","Missing",63
"leave",1,3,38
"stay",0,3,33
"leave",1,3,58
"stay",0,4,36
"stay",0,"Missing",63
"stay",0,3,61
"leave",1,4,31
"stay",0,4,75
"stay",0,5,36
"don't know","Missing",2,73
"leave",1,3,63
"stay",0,4,30
"stay",0,4,64
"stay",0,4,53
"don't know","Missing",4,38
"leave",1,5,38
"stay",0,4,70
"leave",1,3,61
"stay",0,4,34
"stay",0,5,40
"stay",0,"Missing",56
"stay",0,4,32
"leave",1,4,35
"don't know","Missing",2,42
"stay",0,4,29
"leave",1,"Missing",59
"leave",1,2,33
"leave",1,"Missing",59
"stay",0,4,39
"leave",1,3,55
"leave",1,4,41
"stay",0,4,69
"leave",1,4,73
"leave",1,3,60
"leave",1,2,57
"leave",1,3,69
"stay",0,"Missing",44
"leave",1,2,60
"stay",0,3,51
"stay",0,3,45
"leave",1,2,58
"stay",0,5,28
"stay",0,3,61
"leave",1,4,37
"stay",0,4,36
"leave",1,3,63
"stay",0,4,32
"stay",0,4,48
"stay",0,4,33
"stay",0,3,71
"leave",1,1,72
"leave",1,4,39
"stay",0,1,76
"stay",0,"Missing",59
"stay",0,4,68
"leave",1,3,56
"leave",1,4,58
"stay",0,4,72
"leave",1,3,83
"stay",0,2,72
"stay",0,5,30
"leave",1,2,77
"leave",1,"Missing",74
"leave",1,4,64
"leave",1,"Missing",65
"stay",0,2,48
"stay",0,4,68
"stay",0,5,72
"stay",0,3,69
"stay",0,5,58
"leave",1,4,63
"leave",1,4,36
"leave",1,3,71
"stay",0,4,45
"don't know","Missing",4,60
"leave",1,4,70
"stay",0,3,42
"stay",0,4,62
"leave",1,1,70
"leave",1,2,75
"leave",1,"Missing",56
"leave",1,4,61
"leave",1,2,84
"don't know","Missing",4,39
"stay",0,5,32
"stay",0,5,32
"leave",1,1,56
"stay",0,2,45
"stay",0,4,40
"won't vote","Missing",3,46
"leave",1,5,65
"leave",1,2,56
"stay",0,5,45
"stay",0,3,64
"stay",0,4,68
"stay",0,5,64
"leave",1,4,57
"stay",0,4,62
"stay",0,4,62
"stay",0,"Missing",49
"leave",1,2,69
"stay",0,4,52
"leave",1,2,59
"stay",0,2,50
"stay",0,4,55
"stay",0,4,65
"stay",0,4,58
"stay",0,2,39
"stay",0,5,60
"leave",1,5,59
"stay",0,"Missing",51
"stay",0,1,65
"leave",1,4,48
"leave",1,1,69
"stay",0,3,58
"stay",0,2,70
"stay",0,4,53
"leave",1,4,54
"stay",0,4,76
"won't vote","Missing","Missing",74
"leave",1,1,85
"leave",1,4,66
"stay",0,3,66
"leave",1,3,70
"leave",1,3,63
"leave",1,4,66
"leave",1,4,74
"stay",0,3,68
"don't know","Missing",2,72
"stay",0,4,71
"stay",0,4,35
"leave",1,"Missing",79
"leave",1,4,67
"leave",1,3,76
"stay",0,4,65
"stay",0,3,65
"leave",1,3,67
"stay",0,5,79
"leave",1,2,64
"stay",0,4,66
"stay",0,1,79
"stay",0,4,69
"leave",1,4,52
"leave",1,2,72
"don't know","Missing",5,43
"leave",1,3,53
"stay",0,1,47
"leave",1,2,61
"stay",0,2,54
"leave",1,"Missing",57
"leave",1,3,53
"stay",0,3,56
"leave",1,2,44
"don't know","Missing",4,57
"leave",1,4,56
"leave",1,5,68
"leave",1,4,47
"stay",0,4,64
"stay",0,4,69
"stay",0,4,70
"leave",1,"Missing",63
"leave",1,"Missing",67
"leave",1,3,65
"don't know","Missing",3,43
"stay",0,2,72
"leave",1,2,74
"stay",0,3,69
"stay",0,3,67
"leave",1,"Missing",81
"leave",1,1,77
"stay",0,1,77
"stay",0,3,65
"leave",1,4,61
"leave",1,2,35
"leave",1,2,50
"leave",1,2,60
"won't vote","Missing","Missing",52
"stay",0,4,69
"leave",1,4,68
"stay",0,4,42
"leave",1,2,59
"stay",0,5,41
"stay",0,5,54
"leave",1,4,53
"stay",0,4,43
"don't know","Missing",2,74
"leave",1,2,69
"stay",0,5,33
"stay",0,4,63
"stay",0,5,41
"stay",0,4,42
"leave",1,"Missing",61
"leave",1,4,56
"leave",1,4,50
"leave",1,3,54
"leave",1,3,33
"stay",0,4,33
"stay",0,5,68
"stay",0,4,71
"leave",1,"Missing",66
"stay",0,"Missing",68
"leave",1,4,64
"leave",1,1,68
"stay",0,2,70
"stay",0,3,64
"stay",0,4,44
"leave",1,3,64
"stay",0,2,57
"stay",0,1,46
"leave",1,4,62
"leave",1,2,72
"leave",1,2,58
"leave",1,3,62
"leave",1,1,55
"leave",1,4,64
"stay",0,"Missing",65
"leave",1,3,55
"leave",1,2,55
"don't know","Missing",3,42
"stay",0,4,61
"leave",1,1,70
"leave",1,3,87
"leave",1,3,56
"don't know","Missing",2,52
"stay",0,4,64
"leave",1,2,54
"leave",1,2,66
"leave",1,3,67
"leave",1,3,56
"stay",0,2,43
"stay",0,4,67
"stay",0,3,58
"stay",0,4,65
"don't know","Missing",5,35
"leave",1,1,71
"stay",0,5,67
"leave",1,3,55
"stay",0,"Missing",43
"stay",0,"Missing",60
"stay",0,5,31
"stay",0,4,69
"leave",1,4,64
"leave",1,2,55
"leave",1,1,62
"don't know","Missing",1,70
"stay",0,3,55
"stay",0,3,34
"leave",1,3,51
"leave",1,4,72
"leave",1,4,50
"stay",0,4,65
"stay",0,4,51
"stay",0,4,38
"leave",1,3,60
"stay",0,4,65
"don't know","Missing",1,68
"stay",0,5,78
"stay",0,3,68
"stay",0,5,28
"leave",1,4,72
"leave",1,4,69
"stay",0,4,73
"leave",1,4,36
"stay",0,"Missing",59
"stay",0,5,61
"stay",0,4,35
"leave",1,1,47
"stay",0,4,41
"stay",0,4,48
"stay",0,1,61
"don't know","Missing",4,65
"leave",1,3,85
"stay",0,2,54
"stay",0,2,58
"stay",0,4,52
"leave",1,4,66
"stay",0,4,42
"stay",0,4,69
"leave",1,3,62
"stay",0,5,44
"stay",0,3,71
"leave",1,2,47
"stay",0,3,47
"stay",0,3,71
"leave",1,2,55
"leave",1,4,62
"stay",0,1,66
"leave",1,1,54
"leave",1,5,72
"leave",1,2,78
"stay",0,3,62
"stay",0,2,58
"stay",0,4,69
"leave",1,3,68
"leave",1,2,72
"leave",1,2,78
"stay",0,4,85
"stay",0,2,58
"stay",0,4,69
"leave",1,5,58
"leave",1,4,74
"leave",1,4,50
"stay",0,4,65
"leave",1,1,51
"leave",1,4,62
"leave",1,3,55
"leave",1,2,45
"leave",1,4,46
"leave",1,4,34
"leave",1,4,37
"leave",1,4,66
"leave",1,4,62
"stay",0,5,52
"stay",0,4,79
"leave",1,2,59
"stay",0,4,59
"stay",0,3,61
"leave",1,4,70
"stay",0,3,43
"leave",1,2,67
"leave",1,4,49
"leave",1,2,42
"stay",0,5,42
"stay",0,4,74
"leave",1,3,65
"leave",1,"Missing",61
"stay",0,2,65
"stay",0,4,44
"leave",1,"Missing",80
"stay",0,5,61
"stay",0,3,46
"leave",1,4,32
"leave",1,2,56
"leave",1,"Missing",74
"stay",0,3,60
"stay",0,3,54
"leave",1,"Missing",58
"stay",0,4,58
"don't know","Missing",5,55
"leave",1,"Missing",48
"leave",1,"Missing",36
"stay",0,3,62
"leave",1,4,77
"leave",1,3,81
"leave",1,4,66
"leave",1,4,68
"stay",0,3,52
"leave",1,"Missing",75
"leave",1,3,66
"leave",1,2,69
"leave",1,3,51
"stay",0,4,69
"leave",1,1,70
"leave",1,4,45
"leave",1,4,67
"stay",0,4,43
"leave",1,2,41
"leave",1,3,53
"stay",0,"Missing",69
"leave",1,4,40
"stay",0,4,63
"leave",1,1,65
"stay",0,2,68
"leave",1,4,75
"leave",1,2,55
"leave",1,"Missing",64
"stay",0,3,52
"leave",1,1,54
"leave",1,4,49
"won't vote","Missing",5,46
"don't know","Missing",3,59
"stay",0,4,46
"leave",1,"Missing",79
"leave",1,"Missing",69
"stay",0,4,53
"leave",1,1,31
"don't know","Missing",2,61
"leave",1,4,70
"stay",0,3,43
"stay",0,4,85
"leave",1,2,46
"leave",1,4,71
"leave",1,2,72
"stay",0,5,33
"leave",1,4,41
"leave",1,4,73
"leave",1,4,55
"leave",1,4,78
"leave",1,4,65
"stay",0,2,70
"stay",0,5,46
"don't know","Missing",4,74
"stay",0,1,62
"stay",0,"Missing",63
"leave",1,2,76
"leave",1,4,64
"stay",0,4,55
"stay",0,2,58
"leave",1,2,52
"stay",0,4,61
"stay",0,4,53
"stay",0,3,73
"leave",1,2,68
"stay",0,4,62
"leave",1,"Missing",71
"stay",0,4,55
"stay",0,3,60
"stay",0,4,37
"leave",1,1,75
"leave",1,4,34
"leave",1,2,68
"leave",1,5,73
"leave",1,3,60
"stay",0,4,54
"leave",1,2,75
"leave",1,2,40
"leave",1,2,60
"stay",0,4,54
"leave",1,4,63
"leave",1,2,63
"leave",1,2,73
"stay",0,4,67
"leave",1,1,75
"stay",0,5,81
"leave",1,2,77
"leave",1,3,57
"leave",1,2,69
"leave",1,"Missing",71
"leave",1,4,61
"stay",0,4,71
"leave",1,4,57
"stay",0,4,32
"stay",0,2,60
"leave",1,2,61
"leave",1,2,76
"leave",1,4,57
"leave",1,3,73
"stay",0,"Missing",57
"leave",1,2,58
"leave",1,3,60
"leave",1,2,75
"leave",1,2,66
"leave",1,2,72
"leave",1,4,50
"leave",1,"Missing",41
"stay",0,2,67
"stay",0,2,52
"leave",1,4,71
"leave",1,3,60
"leave",1,2,71
"leave",1,5,65
"leave",1,4,77
"stay",0,5,45
"stay",0,4,34
"stay",0,3,69
"leave",1,"Missing",79
"stay",0,4,76
"stay",0,1,71
"don't know","Missing",4,50
"leave",1,1,64
"stay",0,4,41
"stay",0,5,66
"leave",1,2,71
"stay",0,4,64
"leave",1,2,66
"stay",0,1,71
"won't vote","Missing","Missing",36
"leave",1,2,62
"stay",0,3,58
"stay",0,2,51
"stay",0,4,62
"stay",0,2,65
"stay",0,5,70
"stay",0,2,48
"stay",0,4,78
"stay",0,4,54
"leave",1,4,69
"leave",1,2,53
"stay",0,2,68
"stay",0,4,42
"stay",0,4,55
"leave",1,5,53
"stay",0,4,55
"leave",1,"Missing",74
"leave",1,"Missing",65
"leave",1,2,74
"leave",1,2,81
"leave",1,3,49
"leave",1,4,58
"stay",0,4,40
"won't vote","Missing",3,43
"leave",1,2,59
"don't know","Missing",3,63
"leave",1,1,69
"leave",1,"Missing",57
"stay",0,4,53
"stay",0,3,35
"leave",1,2,62
"leave",1,4,69
"won't vote","Missing",4,65
"leave",1,4,78
"leave",1,2,48
"leave",1,4,60
"stay",0,4,73
"stay",0,5,32
"leave",1,4,35
"stay",0,1,65
"stay",0,4,70
"stay",0,5,66
"stay",0,5,39
"leave",1,3,43
"stay",0,4,40
"stay",0,1,66
"stay",0,4,38
"stay",0,4,41
"leave",1,4,46
"leave",1,1,47
"don't know","Missing",5,73
"stay",0,5,69
"leave",1,4,52
"leave",1,4,75
"leave",1,3,72
"leave",1,4,73
"stay",0,5,66
"leave",1,1,74
"stay",0,4,68
"leave",1,4,68
"stay",0,4,73
"won't vote","Missing","Missing",44
"leave",1,3,65
"leave",1,"Missing",58
"leave",1,4,70
"leave",1,4,58
"leave",1,"Missing",71
"leave",1,4,58
"leave",1,4,72
"leave",1,4,34
"stay",0,"Missing",38
"stay",0,5,34
"stay",0,4,44
"stay",0,4,47
"leave",1,2,76
"stay",0,5,73
"stay",0,3,44
"leave",1,2,44
"leave",1,1,60
"leave",1,4,71
"won't vote","Missing",3,73
"won't vote","Missing",4,34
"stay",0,3,47
"leave",1,2,45
"leave",1,1,73
"leave",1,3,52
"leave",1,2,84
"stay",0,4,82
"stay",0,2,78
"leave",1,1,77
"stay",0,1,68
"stay",0,4,69
"stay",0,3,66
"leave",1,4,67
"leave",1,"Missing",68
"leave",1,"Missing",79
"leave",1,2,62
"stay",0,4,59
"leave",1,4,35
"leave",1,"Missing",74
"leave",1,1,77
"leave",1,1,78
"leave",1,1,27
"leave",1,1,32
"leave",1,3,82
"stay",0,4,36
"leave",1,4,58
"leave",1,2,54
"leave",1,5,35
"leave",1,2,80
"leave",1,1,69
"stay",0,4,38
"stay",0,5,41
"stay",0,1,79
"leave",1,4,62
"stay",0,3,67
"leave",1,3,36
"stay",0,4,66
"leave",1,2,66
"leave",1,4,68
"leave",1,"Missing",57
"stay",0,4,60
"leave",1,1,72
"stay",0,5,47
"stay",0,4,55
"stay",0,4,82
"leave",1,1,70
"leave",1,4,67
"leave",1,2,58
"leave",1,4,76
"stay",0,3,49
"stay",0,5,43
"stay",0,4,36
"leave",1,4,63
"stay",0,4,39
"stay",0,4,43
"stay",0,4,32
"leave",1,"Missing",66
"leave",1,3,68
"don't know","Missing",4,68
"stay",0,2,52
"stay",0,3,47
"stay",0,5,39
"leave",1,2,65
"stay",0,4,50
"stay",0,4,65
"stay",0,4,38
"leave",1,2,50
"leave",1,1,75
"leave",1,4,67
"leave",1,2,68
"stay",0,1,64
"stay",0,4,59
"stay",0,5,63
"don't know","Missing",4,59
"leave",1,3,41
"leave",1,4,69
"stay",0,5,53
"stay",0,2,41
"stay",0,4,65
"leave",1,4,66
"leave",1,"Missing",57
"leave",1,3,65
"stay",0,5,45
"leave",1,2,67
"leave",1,2,71
"leave",1,2,56
"leave",1,4,63
"stay",0,"Missing",63
"stay",0,5,36
"leave",1,2,66
"leave",1,4,53
"leave",1,1,75
"leave",1,4,51
"stay",0,4,65
"leave",1,2,64
"stay",0,4,50
"leave",1,4,65
"leave",1,2,44
"leave",1,3,50
"stay",0,4,55
"stay",0,2,66
"leave",1,4,66
"leave",1,2,62
"stay",0,3,50
"stay",0,4,51
"don't know","Missing",4,34
"don't know","Missing",3,36
"leave",1,4,68
"leave",1,5,36
"don't know","Missing",3,70
"stay",0,"Missing",77
"leave",1,3,65
"stay",0,4,71
"leave",1,2,41
"stay",0,4,54
"leave",1,3,71
"leave",1,2,58
"stay",0,5,33
"leave",1,5,47
"stay",0,1,70
"stay",0,4,39
"stay",0,1,66
"won't vote","Missing",3,37
"leave",1,5,36
"leave",1,"Missing",63
"stay",0,4,29
"leave",1,2,63
"don't know","Missing","Missing",48
"stay",0,2,51
"stay",0,2,45
"leave",1,2,76
"leave",1,3,50
"leave",1,2,54
"leave",1,3,32
"leave",1,2,77
"stay",0,4,68
"leave",1,4,59
"leave",1,3,72
"stay",0,4,41
"stay",0,4,57
"stay",0,3,65
"don't know","Missing",5,41
"leave",1,4,64
"stay",0,4,51
"stay",0,4,52
"leave",1,4,65
"stay",0,4,48
"stay",0,5,38
"leave",1,3,41
"leave",1,4,44
"leave",1,"Missing",57
"stay",0,4,31
"stay",0,2,41
"won't vote","Missing","Missing",39
"leave",1,2,28
"stay",0,4,29
"stay",0,3,34
"stay",0,4,63
"leave",1,2,69
"leave",1,"Missing",42
"leave",1,2,70
"don't know","Missing",4,46
"leave",1,"Missing",63
"leave",1,"Missing",35
"stay",0,4,42
"stay",0,"Missing",63
"stay",0,4,43
"stay",0,1,69
"leave",1,3,47
"stay",0,5,39
"leave",1,"Missing",55
"don't know","Missing",3,74
"stay",0,4,73
"leave",1,3,47
"leave",1,2,38
"leave",1,2,51
"leave",1,1,58
"leave",1,4,33
"stay",0,4,47
"don't know","Missing",2,36
"stay",0,4,38
"stay",0,4,40
"stay",0,5,35
"stay",0,5,60
"don't know","Missing",4,68
"stay",0,2,58
"won't vote","Missing",4,42
"won't vote","Missing",2,44
"leave",1,3,50
"stay",0,5,43
"stay",0,4,32
"stay",0,5,58
"leave",1,2,50
"stay",0,4,48
"stay",0,"Missing",59
"leave",1,3,36
"leave",1,1,69
"leave",1,4,37
"stay",0,3,45
"don't know","Missing","Missing",59
"leave",1,2,51
"stay",0,3,35
"stay",0,4,38
"stay",0,3,44
"stay",0,3,61
"leave",1,1,59
"stay",0,2,27
"leave",1,1,61
"leave",1,2,63
"don't know","Missing",3,40
"leave",1,"Missing",72
"stay",0,4,65
"stay",0,4,70
"stay",0,4,60
"leave",1,4,73
"stay",0,"Missing",68
"stay",0,3,69
"stay",0,3,48
"leave",1,1,69
"stay",0,4,57
"leave",1,4,62
"leave",1,5,69
"stay",0,5,35
"leave",1,4,69
"leave",1,1,65
"leave",1,3,73
"leave",1,2,48
"leave",1,3,68
"stay",0,5,34
"stay",0,"Missing",41
"stay",0,4,71
"stay",0,5,54
"don't know","Missing",3,65
"stay",0,4,30
"stay",0,4,54
"stay",0,4,31
"leave",1,4,50
"stay",0,"Missing",51
"leave",1,3,77
"stay",0,5,38
"stay",0,3,54
"stay",0,4,72
"stay",0,4,63
"leave",1,1,35
"stay",0,4,64
"leave",1,4,48
"stay",0,4,55
"don't know","Missing",3,59
"leave",1,"Missing",67
"stay",0,3,38
"don't know","Missing",2,58
"stay",0,4,65
"stay",0,4,40
"leave",1,1,81
"don't know","Missing",4,39
"stay",0,1,57
"leave",1,5,66
"leave",1,2,45
"stay",0,"Missing",40
"leave",1,2,49
"leave",1,"Missing",46
"stay",0,4,27
"leave",1,2,32
"leave",1,4,65
"leave",1,3,51
"stay",0,5,39
"stay",0,4,31
"stay",0,4,58
"leave",1,4,66
"stay",0,4,51
"stay",0,4,64
"stay",0,4,33
"stay",0,2,40
"leave",1,4,70
"stay",0,4,75
"leave",1,4,41
"leave",1,1,83
"stay",0,3,34
"leave",1,"Missing",69
"leave",1,"Missing",79
"leave",1,2,58
"leave",1,1,50
"leave",1,2,70
"stay",0,1,56
"leave",1,3,70
"stay",0,4,59
"don't know","Missing",3,60
"leave",1,4,32
"stay",0,4,60
"leave",1,"Missing",59
"stay",0,2,59
"stay",0,4,79
"leave",1,3,73
"stay",0,3,58
"stay",0,4,38
"stay",0,"Missing",62
"leave",1,2,59
"leave",1,3,63
"stay",0,2,71
"leave",1,3,62
"leave",1,2,76
"stay",0,5,64
"leave",1,4,83
"won't vote","Missing","Missing",63
"leave",1,2,75
"stay",0,"Missing",71
"leave",1,1,67
"leave",1,2,69
"leave",1,3,72
"stay",0,3,69
"leave",1,3,70
"stay",0,2,74
"leave",1,"Missing",74
"stay",0,"Missing",77
"leave",1,4,78
"stay",0,"Missing",61
"leave",1,2,74
"leave",1,4,56
"leave",1,5,68
"stay",0,4,32
"leave",1,4,72
"leave",1,3,77
"stay",0,4,74
"leave",1,5,69
"leave",1,4,78
"leave",1,4,75
"stay",0,4,64
"stay",0,2,71
"stay",0,"Missing",66
"leave",1,"Missing",76
"leave",1,"Missing",68
"stay",0,5,53
"leave",1,2,59
"leave",1,3,58
"leave",1,3,61
"leave",1,"Missing",45
"stay",0,5,64
"stay",0,"Missing",59
"don't know","Missing",1,53
"leave",1,1,66
"stay",0,4,32
"leave",1,4,62
"leave",1,3,71
"leave",1,2,67
"stay",0,2,37
"stay",0,3,70
"stay",0,4,64
"stay",0,2,54
"leave",1,1,64
"stay",0,2,55
"leave",1,2,41
"stay",0,5,47
"stay",0,"Missing",74
"stay",0,3,64
"leave",1,3,58
"leave",1,"Missing",69
"don't know","Missing",1,67
"leave",1,3,70
"leave",1,2,70
"leave",1,2,66
"stay",0,2,75
"stay",0,5,58
"stay",0,"Missing",55
"stay",0,5,36
"stay",0,5,56
"leave",1,2,72
"don't know","Missing",4,66
"stay",0,5,35
"leave",1,1,70
"stay",0,5,43
"leave",1,4,45
"leave",1,2,58
"leave",1,4,80
"leave",1,3,52
"don't know","Missing","Missing",36
"stay",0,1,73
"leave",1,3,57
"leave",1,4,72
"don't know","Missing",4,67
"leave",1,4,67
"stay",0,2,47
"leave",1,3,64
"stay",0,4,46
"leave",1,2,58
"stay",0,2,77
"stay",0,4,28
"stay",0,4,69
"don't know","Missing",2,56
"leave",1,1,68
"don't know","Missing",3,56
"leave",1,"Missing",50
"won't vote","Missing",2,46
"leave",1,4,59
"stay",0,2,46
"don't know","Missing",3,64
"leave",1,5,40
"stay",0,2,49
"leave",1,2,69
"leave",1,4,31
"leave",1,2,60
"stay",0,4,60
"leave",1,3,68
"stay",0,4,39
"leave",1,2,62
"stay",0,4,65
"leave",1,3,69
"leave",1,2,66
"stay",0,4,36
"stay",0,5,59
"leave",1,2,69
"leave",1,3,84
"leave",1,4,67
"don't know","Missing","Missing",50
"stay",0,4,74
"stay",0,5,59
"leave",1,1,47
"stay",0,3,75
"leave",1,3,68
"stay",0,"Missing",69
"stay",0,4,48
"leave",1,4,72
"leave",1,2,62
"leave",1,2,75
"stay",0,5,71
"leave",1,4,63
"stay",0,2,64
"leave",1,"Missing",67
"leave",1,3,82
"leave",1,3,76
"leave",1,1,71
"leave",1,"Missing",61
"leave",1,1,62
"leave",1,3,74
"stay",0,5,50
"stay",0,4,65
"leave",1,2,84
"don't know","Missing",4,71
"leave",1,3,82
"stay",0,4,73
"leave",1,2,65
"stay",0,"Missing",41
"leave",1,3,64
"stay",0,4,66
"stay",0,3,60
"leave",1,4,65
"leave",1,2,68
"stay",0,2,68
"stay",0,4,59
"stay",0,4,49
"leave",1,3,44
"stay",0,3,77
"leave",1,1,66
"stay",0,4,43
"leave",1,3,64
"leave",1,1,71
"leave",1,4,71
"leave",1,2,54
"stay",0,4,75
"stay",0,5,48
"stay",0,4,60
"leave",1,5,33
"stay",0,4,69
"stay",0,"Missing",81
"stay",0,3,56
"leave",1,5,45
"leave",1,2,64
"leave",1,2,86
"leave",1,2,51
"leave",1,4,80
"stay",0,5,50
"leave",1,1,60
"leave",1,4,60
"stay",0,2,49
"leave",1,2,44
"leave",1,3,83
"stay",0,1,57
"leave",1,4,45
"don't know","Missing",4,57
"leave",1,2,60
"leave",1,5,64
"leave",1,4,55
"stay",0,2,79
"stay",0,4,64
"leave",1,1,67
"leave",1,3,59
"leave",1,3,43
"leave",1,1,76
"don't know","Missing",2,55
"leave",1,2,39
"stay",0,5,75
"leave",1,1,76
"stay",0,2,45
"leave",1,3,61
"stay",0,2,64
"leave",1,4,57
"leave",1,2,68
"stay",0,1,67
"leave",1,2,52
"leave",1,3,53
"stay",0,4,61
"leave",1,3,53
"leave",1,2,63
